Iteration,Proportion Test,Proportion Test (Sim Results Dual1.Csv),Proportion Test (Sim Results Dual2.Csv),Proportion Test (Sim Results Dual3.Csv),Proportion Test (Sim Results Dual4.Csv)
518,0.3193,0.3547,0.3947,0.4467,0.4729
519,0.3234,0.3454,0.4059,0.4404,0.4881
520,0.3148,0.3465,0.4222,0.456,0.4812
521,0.3195,0.3827,0.4021,0.4572,0.4885
522,0.3087,0.369,0.3919,0.4335,0.4806
523,0.3232,0.3707,0.4093,0.4558,0.4908
524,0.3159,0.3642,0.3984,0.4533,0.4752
525,0.3164,0.39,0.4162,0.4488,0.4689
526,0.3201,0.363,0.4144,0.4498,0.491
527,0.3122,0.3604,0.3996,0.4415,0.452
528,0.3113,0.3679,0.4198,0.4592,0.4757
529,0.308,0.3671,0.4105,0.4606,0.4688
530,0.317,0.3611,0.3904,0.4351,0.4742
531,0.3098,0.3697,0.4086,0.4449,0.4782
532,0.3164,0.366,0.4274,0.4387,0.4641
533,0.3128,0.3623,0.4187,0.4535,0.4862
534,0.3039,0.3866,0.3989,0.4358,0.4778
535,0.323,0.3644,0.4187,0.4403,0.4531
536,0.321,0.3726,0.4227,0.4317,0.4753
537,0.3115,0.3501,0.4053,0.4635,0.4799
538,0.3122,0.3639,0.4438,0.447,0.474
539,0.3208,0.3897,0.4234,0.4519,0.5001
540,0.3101,0.359,0.4058,0.4496,0.4782
541,0.3175,0.3633,0.3999,0.4626,0.4608
542,0.3253,0.3556,0.4075,0.4504,0.4599
543,0.3252,0.381,0.4081,0.4627,0.4642
544,0.3127,0.3642,0.4327,0.4489,0.4713
545,0.3218,0.3606,0.44,0.4279,0.4679
546,0.3112,0.3797,0.3996,0.4267,0.456
547,0.3162,0.3497,0.3825,0.4307,0.4735
548,0.3221,0.3701,0.399,0.4513,0.484
549,0.3133,0.3592,0.407,0.4432,0.478
550,0.3144,0.3547,0.3841,0.4315,0.4692
551,0.3043,0.3575,0.4189,0.4622,0.4758
552,0.3137,0.3412,0.379,0.44,0.4861
553,0.3185,0.353,0.4109,0.4494,0.479
554,0.3124,0.3776,0.4081,0.4587,0.4784
555,0.3141,0.3934,0.4303,0.4655,0.4816
556,0.3137,0.3643,0.3845,0.444,0.4713
557,0.3145,0.3654,0.4023,0.4642,0.4934
558,0.3139,0.3523,0.4049,0.4581,0.469
559,0.3212,0.3671,0.4314,0.4478,0.4797
560,0.3214,0.3543,0.4302,0.4666,0.4751
561,0.323,0.3926,0.4067,0.4569,0.4782
562,0.3125,0.3528,0.3935,0.4488,0.4673
563,0.3171,0.3684,0.437,0.4467,0.4619
564,0.3163,0.356,0.3789,0.438,0.468
565,0.3149,0.3607,0.4141,0.4312,0.4744
566,0.3157,0.3837,0.3897,0.4308,0.4869
567,0.312,0.3624,0.4087,0.4382,0.4871
568,0.3087,0.3793,0.4303,0.4615,0.4721
569,0.3199,0.3642,0.425,0.4655,0.4747
570,0.305,0.3678,0.4297,0.4488,0.494
571,0.3123,0.3876,0.4122,0.4545,0.4923
572,0.3181,0.3808,0.4077,0.4585,0.4843
573,0.3155,0.3672,0.4147,0.4583,0.4815
574,0.3148,0.3654,0.431,0.4476,0.4914
575,0.3173,0.3634,0.4245,0.4375,0.4738
576,0.308,0.3706,0.3849,0.4554,0.4903
577,0.3192,0.3711,0.4135,0.4424,0.4775
578,0.3147,0.3604,0.4169,0.4348,0.4753
579,0.3207,0.3689,0.3993,0.4489,0.4685
580,0.3207,0.3794,0.4023,0.4291,0.486
581,0.3138,0.3724,0.4102,0.4371,0.4848
582,0.3145,0.3591,0.3968,0.4579,0.4756
583,0.3215,0.3783,0.4027,0.4554,0.4776
584,0.3141,0.3519,0.4139,0.4435,0.4756
585,0.3153,0.3553,0.4372,0.4438,0.4829
586,0.3133,0.3527,0.4169,0.4421,0.4831
587,0.3208,0.3837,0.4302,0.4116,0.477
588,0.3191,0.3494,0.3973,0.4592,0.4727
589,0.3224,0.3785,0.4213,0.4429,0.4689
590,0.3101,0.3723,0.4268,0.4407,0.5024
591,0.3152,0.361,0.4054,0.461,0.4972
592,0.315,0.3766,0.4081,0.4533,0.4837
593,0.3209,0.3747,0.4133,0.4397,0.4694
594,0.3253,0.3716,0.3984,0.4353,0.4896
595,0.3098,0.3803,0.3921,0.4566,0.4633
596,0.3113,0.352,0.3894,0.4367,0.4699
597,0.3082,0.3732,0.4015,0.4701,0.4915
598,0.3076,0.3784,0.4197,0.447,0.4728
599,0.3102,0.3622,0.4201,0.4388,0.4769
600,0.3199,0.3612,0.421,0.4419,0.4808
601,0.3101,0.3429,0.4051,0.4621,0.4853
602,0.3108,0.3552,0.3952,0.4521,0.4696
603,0.3202,0.3678,0.4234,0.4474,0.4754
604,0.3092,0.3708,0.4278,0.4467,0.4704
605,0.3134,0.3442,0.4204,0.4564,0.4749
606,0.3194,0.3647,0.4058,0.4368,0.4613
607,0.3119,0.3495,0.4016,0.4412,0.4601
608,0.3095,0.37,0.4099,0.4457,0.4867
609,0.3051,0.3792,0.4108,0.4389,0.4869
610,0.3071,0.3611,0.408,0.4441,0.4671
611,0.3231,0.3837,0.4145,0.4591,0.4625
612,0.3116,0.383,0.3936,0.4535,0.4793
613,0.3224,0.3587,0.3852,0.459,0.4798
614,0.3172,0.381,0.417,0.4359,0.4794
615,0.3278,0.3744,0.4223,0.4809,0.4736
616,0.3192,0.345,0.4472,0.4548,0.4861
617,0.3102,0.3674,0.4202,0.4534,0.4843
618,0.3187,0.3749,0.419,0.4352,0.4864
619,0.3154,0.3599,0.4125,0.4381,0.473
620,0.3153,0.369,0.4085,0.4527,0.4946
621,0.3152,0.3497,0.4126,0.4518,0.474
622,0.3023,0.371,0.3786,0.4477,0.4703
623,0.3227,0.3761,0.4195,0.428,0.4904
624,0.3262,0.3519,0.3873,0.4683,0.4906
625,0.3277,0.3481,0.4179,0.4579,0.4758
626,0.3195,0.3535,0.4126,0.4414,0.4635
627,0.3096,0.3615,0.4292,0.4833,0.4772
628,0.3183,0.3618,0.4376,0.4487,0.4877
629,0.3106,0.3448,0.4005,0.4668,0.4769
630,0.3192,0.3609,0.4041,0.4489,0.4713
631,0.3102,0.3645,0.3948,0.4374,0.4851
632,0.3078,0.3672,0.4198,0.4467,0.4599
633,0.3194,0.3636,0.4353,0.4518,0.486
634,0.3253,0.3625,0.4338,0.4499,0.4817
635,0.3152,0.3955,0.423,0.4655,0.4773
636,0.3225,0.3572,0.4138,0.4684,0.4751
637,0.3212,0.3604,0.3965,0.4643,0.4991
638,0.3109,0.364,0.4122,0.4245,0.4917
639,0.3171,0.3526,0.4207,0.4407,0.4907
640,0.3156,0.3788,0.4002,0.4658,0.487
641,0.3125,0.3613,0.4221,0.472,0.4824
642,0.3247,0.3523,0.3972,0.4584,0.4788
643,0.3238,0.3763,0.4003,0.4398,0.4985
644,0.3217,0.3666,0.423,0.4514,0.4546
645,0.3198,0.3538,0.4179,0.4416,0.4852
646,0.3153,0.3716,0.3964,0.433,0.4969
647,0.3079,0.3784,0.434,0.4538,0.4554
648,0.3174,0.3625,0.3966,0.4744,0.4942
649,0.3278,0.3627,0.4152,0.4291,0.4952
650,0.3206,0.3762,0.4097,0.4475,0.4817
651,0.314,0.3856,0.4376,0.4642,0.4577
652,0.3216,0.3677,0.4022,0.451,0.493
653,0.3178,0.3607,0.411,0.4518,0.4862
654,0.3154,0.3456,0.4061,0.4223,0.4735
655,0.3159,0.3644,0.4232,0.4481,0.4655
656,0.3156,0.3797,0.3926,0.4432,0.4702
657,0.32,0.3574,0.4145,0.4548,0.4654
658,0.3246,0.3651,0.4058,0.4352,0.4763
659,0.3149,0.3923,0.4092,0.4461,0.4832
660,0.3297,0.3479,0.4003,0.4487,0.4883
661,0.3085,0.3694,0.4084,0.423,0.4939
662,0.3142,0.3735,0.4326,0.4339,0.4709
663,0.3094,0.3888,0.4163,0.4536,0.4796
664,0.32,0.3561,0.3921,0.4525,0.4885
665,0.3114,0.3703,0.4083,0.4598,0.4725
666,0.3229,0.3781,0.4265,0.4207,0.4653
667,0.3184,0.3643,0.417,0.4535,0.4822
668,0.3129,0.3757,0.4007,0.4523,0.459
669,0.3164,0.379,0.421,0.4654,0.4872
670,0.3198,0.3738,0.4298,0.4354,0.4995
671,0.3205,0.3803,0.3781,0.456,0.477
672,0.3059,0.3558,0.4068,0.4282,0.4806
673,0.3179,0.357,0.4118,0.4661,0.4881
674,0.3089,0.3966,0.4076,0.4682,0.5157
675,0.3153,0.3934,0.4125,0.4242,0.4878
676,0.3134,0.37,0.4002,0.4619,0.5003
677,0.3107,0.3687,0.3973,0.4508,0.4866
678,0.3118,0.3671,0.3799,0.4532,0.4716
679,0.3189,0.3482,0.3937,0.4364,0.4622
680,0.3307,0.3882,0.4024,0.4736,0.4875
681,0.3213,0.3614,0.4145,0.4651,0.4598
682,0.3224,0.3945,0.3936,0.4507,0.4564
683,0.3138,0.3502,0.402,0.4508,0.466
684,0.3226,0.3418,0.3999,0.4604,0.4666
685,0.3165,0.3445,0.3924,0.4462,0.4982
686,0.3141,0.3668,0.4019,0.4626,0.4757
687,0.3176,0.3466,0.3985,0.4575,0.4606
688,0.3161,0.3759,0.4336,0.4458,0.4793
689,0.3146,0.368,0.4275,0.4334,0.4836
690,0.3203,0.3686,0.4283,0.4743,0.4751
691,0.321,0.3594,0.42,0.4377,0.4705
692,0.3181,0.3593,0.4149,0.4711,0.5031
693,0.312,0.3539,0.4179,0.4659,0.4878
694,0.3151,0.3447,0.4182,0.4656,0.475
695,0.3194,0.3672,0.4052,0.4617,0.484
696,0.3137,0.3507,0.4315,0.4534,0.4808
697,0.31,0.3672,0.4238,0.4565,0.4623
698,0.3066,0.3545,0.4401,0.4552,0.4867
699,0.313,0.3618,0.4184,0.4653,0.4753
700,0.3162,0.3533,0.4026,0.4439,0.4685
701,0.32,0.3495,0.4301,0.437,0.4889
702,0.3101,0.3792,0.3983,0.429,0.4852
703,0.3136,0.3466,0.4018,0.4627,0.4804
704,0.3207,0.3684,0.4312,0.4573,0.4801
705,0.3117,0.3677,0.3923,0.4421,0.4843
706,0.3169,0.3639,0.3885,0.4466,0.488
707,0.3181,0.3596,0.3939,0.4493,0.4658
708,0.3127,0.3607,0.3884,0.4695,0.4891
709,0.3192,0.3884,0.4201,0.4672,0.4831
710,0.3157,0.3841,0.4074,0.448,0.4705
711,0.3214,0.3587,0.4166,0.4503,0.4908
712,0.3113,0.3836,0.4211,0.4494,0.494
713,0.3156,0.3435,0.4031,0.4394,0.4856
714,0.3175,0.3624,0.4227,0.4464,0.4797
715,0.3232,0.3823,0.4003,0.45,0.4749
716,0.3193,0.3764,0.3938,0.4466,0.4734
717,0.3158,0.3549,0.4144,0.4558,0.4743
718,0.3143,0.3608,0.3959,0.4482,0.4831
719,0.3264,0.3758,0.3976,0.4543,0.4835
720,0.32,0.3829,0.3993,0.4461,0.4701
721,0.3279,0.3518,0.4118,0.4474,0.4942
722,0.3108,0.3638,0.4271,0.4477,0.4667
723,0.3124,0.3582,0.4255,0.4585,0.4681
724,0.3278,0.3718,0.4019,0.4539,0.4803
725,0.3048,0.3815,0.4295,0.4278,0.4747
726,0.3174,0.3531,0.4014,0.4518,0.4895
727,0.3149,0.3656,0.4012,0.4553,0.5098
728,0.3296,0.3732,0.4117,0.437,0.5051
729,0.3151,0.3748,0.3942,0.4321,0.4823
730,0.3114,0.366,0.4262,0.4546,0.4846
731,0.3104,0.3722,0.4249,0.4658,0.4762
732,0.3175,0.3768,0.4066,0.4456,0.4629
733,0.3131,0.3821,0.4225,0.4302,0.4615
734,0.3127,0.3592,0.4262,0.4353,0.4686
735,0.3215,0.3707,0.4074,0.448,0.4732
736,0.3248,0.3668,0.4115,0.4373,0.4816
737,0.3168,0.3959,0.44,0.4346,0.479
738,0.3126,0.364,0.4012,0.4292,0.4767
739,0.3044,0.3794,0.4108,0.4348,0.4685
740,0.314,0.3706,0.4169,0.4691,0.472
741,0.3206,0.3778,0.4,0.4588,0.4698
742,0.3233,0.3694,0.3925,0.4453,0.4846
743,0.316,0.3691,0.3975,0.4445,0.4794
744,0.3098,0.3702,0.4044,0.4505,0.4683
745,0.322,0.373,0.4045,0.4324,0.467
746,0.3086,0.3776,0.3911,0.4481,0.4939
747,0.3136,0.3472,0.4109,0.4395,0.4642
748,0.3054,0.3757,0.4129,0.4482,0.4594
749,0.3132,0.3744,0.4182,0.4511,0.4625
750,0.3122,0.3542,0.4181,0.455,0.4899
751,0.3149,0.3823,0.4096,0.4581,0.4997
752,0.3155,0.3836,0.3955,0.4451,0.4656
753,0.3223,0.3631,0.4165,0.4441,0.4893
754,0.3184,0.3658,0.3947,0.437,0.4744
755,0.317,0.3658,0.3975,0.4316,0.4893
756,0.3105,0.3614,0.4297,0.4424,0.4636
757,0.3148,0.3805,0.422,0.4258,0.4766
758,0.3128,0.3793,0.4256,0.4675,0.5012
759,0.3136,0.3631,0.4137,0.4322,0.4776
760,0.3165,0.353,0.4203,0.4361,0.4631
761,0.3183,0.3505,0.4309,0.4493,0.4949
762,0.3121,0.3758,0.4306,0.4614,0.4887
763,0.3115,0.3611,0.4055,0.4506,0.4808
764,0.3106,0.365,0.4019,0.4269,0.4658
765,0.3116,0.3655,0.4027,0.4548,0.4675
766,0.3069,0.3649,0.3955,0.4435,0.4744
767,0.3057,0.3792,0.3927,0.4549,0.461
768,0.3113,0.3823,0.4107,0.4216,0.4768
769,0.3086,0.3719,0.4143,0.4553,0.4863
770,0.3128,0.3672,0.393,0.4343,0.4766
771,0.3068,0.3696,0.424,0.4537,0.4806
772,0.3158,0.3758,0.4253,0.458,0.4983
773,0.3174,0.3787,0.4093,0.4288,0.4856
774,0.3135,0.3771,0.4192,0.4655,0.4631
775,0.3149,0.3779,0.4209,0.4539,0.4918
776,0.3167,0.3518,0.404,0.4643,0.4824
777,0.3166,0.3519,0.3933,0.4513,0.4746
778,0.3066,0.3718,0.4291,0.4606,0.4752
779,0.3171,0.3736,0.4194,0.4438,0.4762
780,0.3186,0.3919,0.408,0.4458,0.481
781,0.3154,0.3714,0.3918,0.4123,0.484
782,0.3092,0.3872,0.4071,0.4765,0.5066
783,0.3116,0.3709,0.4075,0.4426,0.4883
784,0.3078,0.374,0.4078,0.4432,0.4808
785,0.301,0.369,0.3863,0.4286,0.492
786,0.3199,0.3423,0.4219,0.4526,0.487
787,0.3077,0.3703,0.3994,0.4539,0.4999
788,0.3097,0.3635,0.4155,0.4441,0.4706
789,0.3169,0.3853,0.4204,0.4343,0.4581
790,0.3231,0.3753,0.4311,0.4628,0.4818
791,0.3189,0.3503,0.4153,0.4417,0.4852
792,0.3171,0.3664,0.4159,0.4563,0.4625
793,0.3078,0.363,0.4251,0.4378,0.4558
794,0.3167,0.3644,0.4026,0.4418,0.4787
795,0.321,0.3796,0.4295,0.477,0.4769
796,0.3125,0.3695,0.3859,0.4562,0.4577
797,0.3102,0.3674,0.4089,0.4724,0.4936
798,0.321,0.355,0.388,0.4605,0.484
799,0.3155,0.3579,0.4158,0.4453,0.4549
800,0.3121,0.3708,0.3991,0.4363,0.4882
801,0.3138,0.3757,0.4086,0.4448,0.4742
802,0.3201,0.362,0.3935,0.4328,0.4613
803,0.312,0.3448,0.4029,0.4353,0.479
804,0.3176,0.3717,0.4109,0.4451,0.4816
805,0.3139,0.3563,0.432,0.4443,0.4725
806,0.3231,0.3705,0.4309,0.4549,0.4573
807,0.3339,0.3703,0.4378,0.4425,0.467
808,0.3302,0.3458,0.4113,0.4376,0.4665
809,0.3075,0.3574,0.4014,0.4741,0.4746
810,0.3177,0.3699,0.4151,0.4325,0.4632
811,0.3223,0.3687,0.4153,0.4516,0.4682
812,0.3161,0.3616,0.4065,0.4517,0.4888
813,0.3188,0.3805,0.4072,0.4429,0.4715
814,0.3226,0.3674,0.4191,0.4542,0.4713
815,0.3236,0.3658,0.3986,0.4572,0.4908
816,0.3218,0.3765,0.4043,0.4491,0.4549
817,0.3068,0.3705,0.4346,0.4522,0.4849
818,0.3166,0.3892,0.415,0.4422,0.4567
819,0.3119,0.3643,0.4173,0.4543,0.4842
820,0.3086,0.3778,0.4142,0.4363,0.5052
821,0.3062,0.3713,0.3955,0.4256,0.478
822,0.3197,0.376,0.3955,0.4349,0.4855
823,0.3102,0.3701,0.4112,0.466,0.4891
824,0.317,0.38,0.4058,0.4517,0.4787
825,0.3253,0.3764,0.408,0.4286,0.4628
826,0.3287,0.3431,0.4086,0.4774,0.4965
827,0.3205,0.369,0.4216,0.4643,0.4829
828,0.3097,0.364,0.4235,0.4675,0.4644
829,0.3212,0.3679,0.4021,0.4639,0.4818
830,0.3052,0.3568,0.4398,0.4343,0.4979
831,0.3231,0.357,0.4207,0.4485,0.4905
832,0.3275,0.3618,0.3949,0.4741,0.4868
833,0.3144,0.3688,0.4094,0.4372,0.4848
834,0.3278,0.3673,0.4413,0.4513,0.4897
835,0.3249,0.3603,0.4213,0.4269,0.4922
836,0.3144,0.3647,0.406,0.4288,0.469
837,0.3057,0.3548,0.4079,0.4481,0.4818
838,0.3143,0.3543,0.4146,0.4505,0.4618
839,0.3356,0.3684,0.4411,0.4521,0.4728
840,0.3145,0.3776,0.3885,0.4362,0.4837
841,0.315,0.3729,0.4141,0.4608,0.5012
842,0.319,0.3584,0.4107,0.457,0.4756
843,0.3206,0.3671,0.4073,0.4615,0.4667
844,0.3096,0.389,0.3895,0.462,0.4692
845,0.3185,0.3697,0.4085,0.4653,0.4887
846,0.3088,0.3686,0.3936,0.454,0.4777
847,0.3196,0.3747,0.4413,0.4757,0.4786
848,0.3091,0.3592,0.4272,0.4698,0.499
849,0.3145,0.3496,0.4014,0.4539,0.4796
850,0.3109,0.3629,0.4172,0.4471,0.4887
851,0.3145,0.3628,0.4216,0.429,0.4741
852,0.317,0.3746,0.4232,0.4666,0.4709
853,0.3213,0.3855,0.4334,0.4493,0.4521
854,0.3163,0.3632,0.4107,0.4591,0.4892
855,0.3091,0.3791,0.4011,0.4572,0.5102
856,0.3173,0.3683,0.412,0.4783,0.4564
857,0.3158,0.3556,0.4288,0.442,0.4818
858,0.3137,0.3923,0.4152,0.446,0.4539
859,0.3145,0.3837,0.3939,0.4329,0.4945
860,0.3178,0.3592,0.4151,0.4498,0.4767
861,0.3181,0.3742,0.4181,0.4356,0.4545
862,0.3162,0.3638,0.4347,0.4484,0.4639
863,0.3215,0.3825,0.4071,0.4582,0.4739
864,0.313,0.3633,0.4103,0.4484,0.4934
865,0.3166,0.3556,0.4103,0.4619,0.4811
866,0.3076,0.3622,0.4107,0.4559,0.4705
867,0.3188,0.3602,0.394,0.4434,0.486
868,0.3169,0.3608,0.4199,0.4656,0.4705
869,0.3213,0.3572,0.4297,0.4457,0.4901
870,0.3196,0.3593,0.412,0.448,0.4958
871,0.3258,0.3557,0.4048,0.4563,0.4828
872,0.32,0.3576,0.423,0.4659,0.4714
873,0.3133,0.3529,0.3945,0.4732,0.4886
874,0.3096,0.3601,0.4131,0.4526,0.4736
875,0.3132,0.3663,0.4068,0.4428,0.4792
876,0.3123,0.3602,0.4135,0.4419,0.4675
877,0.3165,0.3574,0.3959,0.4825,0.4832
878,0.3217,0.3554,0.4193,0.4585,0.4869
879,0.3222,0.3794,0.4054,0.4525,0.4989
880,0.3151,0.3769,0.4059,0.4626,0.4777
881,0.3165,0.3862,0.4221,0.4535,0.4713
882,0.3063,0.3747,0.4128,0.4338,0.4775
883,0.3188,0.3619,0.4244,0.4613,0.4762
884,0.3155,0.3452,0.3822,0.4484,0.4908
885,0.3072,0.3719,0.4237,0.4582,0.4827
886,0.3216,0.3707,0.4149,0.4307,0.4889
887,0.3121,0.38,0.4063,0.4256,0.4578
888,0.3165,0.3717,0.4362,0.4313,0.4958
889,0.3048,0.3426,0.4209,0.4704,0.4924
890,0.3155,0.3668,0.4249,0.4626,0.4805
891,0.3171,0.3558,0.3987,0.4483,0.4943
892,0.3167,0.357,0.4365,0.4623,0.4735
893,0.3033,0.3528,0.4233,0.4388,0.4744
894,0.3236,0.3671,0.4189,0.4357,0.4844
895,0.3169,0.3657,0.4053,0.4403,0.4725
896,0.3197,0.3674,0.4118,0.4439,0.4594
897,0.3101,0.381,0.4161,0.4668,0.5069
898,0.323,0.368,0.4242,0.4426,0.4718
899,0.3217,0.3689,0.4216,0.4403,0.4797
900,0.3246,0.3873,0.4033,0.4342,0.4702
901,0.3008,0.3773,0.4371,0.443,0.4846
902,0.3067,0.3505,0.4308,0.4376,0.4848
903,0.3118,0.3513,0.4142,0.4575,0.4688
904,0.3108,0.3638,0.4044,0.4422,0.4968
905,0.3241,0.3585,0.4232,0.4544,0.4891
906,0.3105,0.3658,0.4172,0.4282,0.4811
907,0.3114,0.3602,0.4065,0.4556,0.4914
908,0.3192,0.3706,0.3958,0.4334,0.4912
909,0.3195,0.3715,0.4042,0.4746,0.4525
910,0.3092,0.3765,0.4054,0.4486,0.4865
911,0.3183,0.374,0.4078,0.455,0.4904
912,0.3068,0.3548,0.4095,0.4373,0.4694
913,0.3185,0.3579,0.4192,0.4454,0.5018
914,0.3139,0.3847,0.3975,0.4528,0.4716
915,0.3141,0.367,0.401,0.4521,0.4767
916,0.311,0.3394,0.3976,0.4426,0.4878
917,0.3098,0.3538,0.4124,0.4418,0.4939
918,0.3182,0.3591,0.4137,0.4539,0.4706
919,0.3164,0.3675,0.4362,0.4569,0.4827
920,0.3126,0.358,0.4318,0.4531,0.4799
921,0.3143,0.3516,0.4165,0.4555,0.4778
922,0.3109,0.3816,0.4108,0.4635,0.4766
923,0.3138,0.3739,0.4184,0.4479,0.4655
924,0.3133,0.3616,0.4251,0.4447,0.4786
925,0.3107,0.3564,0.42,0.4476,0.4913
926,0.3119,0.3702,0.4369,0.4357,0.4671
927,0.3128,0.3567,0.4179,0.4746,0.4788
928,0.3038,0.3593,0.402,0.4527,0.4809
929,0.318,0.3631,0.4169,0.4654,0.477
930,0.3223,0.3752,0.3939,0.4674,0.4573
931,0.324,0.3778,0.399,0.4729,0.4903
932,0.3196,0.3735,0.4019,0.4497,0.4737
933,0.3194,0.3626,0.3882,0.4731,0.4729
934,0.3126,0.3603,0.4206,0.458,0.4857
935,0.3135,0.3561,0.406,0.4472,0.474
936,0.3196,0.3511,0.4087,0.4426,0.4739
937,0.3109,0.3672,0.4101,0.4405,0.4951
938,0.3182,0.3536,0.4304,0.4424,0.4898
939,0.3135,0.3602,0.422,0.4526,0.4773
940,0.3181,0.3719,0.4173,0.4776,0.4796
941,0.3182,0.3586,0.4381,0.4509,0.4568
942,0.3206,0.3621,0.41,0.4525,0.4682
943,0.3087,0.3588,0.4052,0.4309,0.4765
944,0.3341,0.3666,0.3941,0.4428,0.4795
945,0.3334,0.3537,0.3878,0.4605,0.4801
946,0.3133,0.3625,0.4299,0.4687,0.4761
947,0.318,0.361,0.4385,0.4424,0.4861
948,0.3261,0.3869,0.4062,0.4406,0.4886
949,0.3185,0.3868,0.3993,0.4397,0.4643
950,0.3146,0.3693,0.3825,0.4446,0.478
951,0.3172,0.3702,0.388,0.476,0.4742
952,0.3058,0.3566,0.3962,0.4682,0.4743
953,0.3092,0.3637,0.4101,0.435,0.462
954,0.305,0.3658,0.393,0.4432,0.4852
955,0.3213,0.3594,0.4109,0.4239,0.4737
956,0.3153,0.3646,0.4173,0.4508,0.4644
957,0.3233,0.3621,0.4103,0.4671,0.4761
958,0.3142,0.3597,0.4373,0.4424,0.495
959,0.3061,0.376,0.3867,0.4527,0.4674
960,0.3196,0.3742,0.4146,0.4517,0.4762
961,0.3004,0.3716,0.423,0.4461,0.4807
962,0.3211,0.3774,0.4196,0.4216,0.4993
963,0.3203,0.3646,0.4373,0.475,0.4592
964,0.32,0.3611,0.3986,0.4426,0.4871
965,0.3121,0.3694,0.3871,0.4671,0.4628
966,0.3229,0.3669,0.393,0.4451,0.4695
967,0.3121,0.3773,0.3897,0.4465,0.4835
968,0.3255,0.3863,0.4209,0.4636,0.4777
969,0.3255,0.342,0.3877,0.4707,0.4921
970,0.3216,0.3757,0.4075,0.4517,0.4777
971,0.3063,0.3752,0.4172,0.445,0.4954
972,0.3129,0.3809,0.4126,0.4542,0.4659
973,0.3184,0.3824,0.4075,0.4424,0.4642
974,0.3177,0.3453,0.4185,0.4518,0.4552
975,0.3143,0.3935,0.4106,0.4566,0.4604
976,0.3084,0.3572,0.4366,0.4531,0.4631
977,0.3141,0.3618,0.381,0.4385,0.4965
978,0.3166,0.3537,0.4228,0.4453,0.4713
979,0.3156,0.3716,0.3741,0.4297,0.4877
980,0.3098,0.3543,0.3936,0.4272,0.5047
981,0.324,0.3724,0.4168,0.4444,0.4923
982,0.3122,0.3846,0.4074,0.4593,0.4624
983,0.3181,0.3654,0.4153,0.4594,0.4667
984,0.3261,0.3504,0.4235,0.458,0.4659
985,0.3184,0.3855,0.3885,0.4383,0.4697
986,0.3119,0.3491,0.3805,0.4489,0.49
987,0.317,0.3675,0.3906,0.4197,0.4814
988,0.3244,0.3829,0.4039,0.4628,0.4595
989,0.32,0.3766,0.4094,0.4512,0.4642
990,0.3136,0.3539,0.418,0.4593,0.4944
991,0.312,0.3579,0.4247,0.4567,0.4818
992,0.3195,0.3612,0.3978,0.4587,0.4631
993,0.313,0.3673,0.4049,0.4489,0.4774
994,0.3115,0.354,0.3989,0.4703,0.4552
995,0.3034,0.357,0.4377,0.4443,0.4915
996,0.3118,0.3665,0.43,0.4445,0.493
997,0.3136,0.3428,0.4293,0.4478,0.4839
998,0.3284,0.3692,0.4008,0.438,0.4656
999,0.323,0.3615,0.3835,0.4584,0.4715
1000,0.3167,0.3646,0.4123,0.4775,0.4959
1001,0.3289,0.3643,0.3798,0.4685,0.4791
1002,0.3089,0.3849,0.4102,0.4461,0.4777
1003,0.3153,0.3797,0.3908,0.4347,0.47
1004,0.3164,0.3824,0.4149,0.4622,0.4848
1005,0.3054,0.3831,0.4226,0.427,0.474
1006,0.3199,0.3714,0.4112,0.4566,0.4832
1007,0.3059,0.3622,0.4232,0.465,0.4634
1008,0.3172,0.3774,0.4294,0.4562,0.4841
1009,0.3179,0.3569,0.3919,0.4541,0.4509
1010,0.3103,0.3522,0.4086,0.4392,0.48
1011,0.308,0.3718,0.4223,0.4592,0.4665
1012,0.3104,0.3744,0.4251,0.453,0.4745
1013,0.3179,0.3713,0.4116,0.4436,0.4706
1014,0.3098,0.3579,0.421,0.4566,0.4856
1015,0.3145,0.374,0.4309,0.4369,0.4923
1016,0.3177,0.3595,0.3935,0.4388,0.4729
1017,0.3027,0.3692,0.3976,0.432,0.4802
1018,0.3318,0.3634,0.4225,0.4365,0.4734
1019,0.3175,0.3766,0.4197,0.4435,0.4651
1020,0.3164,0.378,0.4187,0.4498,0.4853
1021,0.3052,0.3845,0.4196,0.4504,0.4957
1022,0.3121,0.3735,0.4242,0.4332,0.4772
1023,0.3059,0.3473,0.4037,0.433,0.4556
1024,0.3098,0.3511,0.4047,0.4306,0.4714
1025,0.3154,0.3489,0.3964,0.4415,0.4877
1026,0.3081,0.3734,0.3896,0.4647,0.462
1027,0.3319,0.3494,0.4266,0.4557,0.4811
1028,0.3092,0.38,0.4119,0.4369,0.4866
1029,0.3199,0.3718,0.3984,0.4641,0.4755
1030,0.3201,0.3571,0.4278,0.4621,0.4873
1031,0.3132,0.3667,0.4346,0.4312,0.4969
1032,0.3225,0.3745,0.4099,0.4491,0.478
1033,0.3293,0.3604,0.4001,0.4454,0.4704
1034,0.3199,0.3435,0.4285,0.4378,0.4767
1035,0.3086,0.3514,0.3984,0.4361,0.4728
1036,0.315,0.3662,0.426,0.4525,0.492
1037,0.3195,0.3487,0.4315,0.4292,0.4945
1038,0.3079,0.364,0.4313,0.4484,0.4802
1039,0.3117,0.3676,0.4211,0.4418,0.47
