Iteration,Policy Test,Policy Test (Sim Results Mandate1.Csv),Policy Test (Sim Results Mandate2.Csv),Policy Test (Sim Results Mandate3.Csv),Policy Test (Sim Results Mandate4.Csv),Policy Test (Sim Results Mandate5.Csv),Policy Test (Sim Results Mandate6.Csv),Policy Test (Sim Results Mandate7.Csv),Proportion Test
283,0.5515,0.6329,0.6465,0.7049,0.7359,0.7674,0.794,0.8746,0.3207
284,0.5011,0.6516,0.6257,0.7264,0.7638,0.7821,0.844,0.8994,0.3283
285,0.5884,0.6066,0.6951,0.7008,0.743,0.8178,0.8325,0.9308,0.3202
286,0.5587,0.5515,0.6495,0.6161,0.6489,0.754,0.7089,0.8484,0.3107
287,0.5086,0.5169,0.6064,0.5873,0.6221,0.7245,0.6985,0.8267,0.312
288,0.4977,0.5976,0.6199,0.6532,0.6805,0.7631,0.7404,0.8846,0.3114
289,0.5163,0.5804,0.6404,0.6616,0.7001,0.7853,0.7724,0.9099,0.317
290,0.4437,0.5506,0.5614,0.6622,0.7166,0.711,0.8222,0.8236,0.3053
291,0.478,0.5827,0.6132,0.6782,0.7253,0.7805,0.8111,0.9213,0.3193
292,0.535,0.5303,0.6464,0.6275,0.6782,0.7937,0.7912,0.9034,0.3087
293,0.4856,0.6165,0.5837,0.6994,0.7376,0.6992,0.8004,0.7928,0.3062
294,0.5259,0.5211,0.6289,0.6005,0.6424,0.7418,0.7212,0.8473,0.3146
295,0.5477,0.5514,0.622,0.6203,0.6509,0.7046,0.7122,0.785,0.3175
296,0.5299,0.5626,0.6146,0.6261,0.656,0.716,0.7175,0.8,0.3121
297,0.4604,0.5265,0.5527,0.6139,0.6575,0.6527,0.7502,0.7461,0.3124
298,0.5079,0.6024,0.5911,0.6912,0.736,0.6839,0.8211,0.7686,0.3182
299,0.555,0.6052,0.6592,0.6957,0.7393,0.7875,0.8277,0.9026,0.3181
300,0.5643,0.5739,0.676,0.6537,0.6938,0.8048,0.7727,0.9213,0.3129
301,0.4579,0.5536,0.5774,0.6591,0.7188,0.7169,0.8354,0.8364,0.3143
302,0.4632,0.5262,0.601,0.6096,0.6507,0.7744,0.7251,0.9101,0.324
303,0.498,0.5366,0.5978,0.6319,0.6789,0.7241,0.767,0.8292,0.3102
304,0.5689,0.5263,0.6716,0.629,0.6777,0.7959,0.7736,0.9027,0.3144
305,0.4733,0.5259,0.6,0.5942,0.6308,0.7496,0.7012,0.8753,0.3107
306,0.5244,0.589,0.6465,0.684,0.7316,0.7966,0.8309,0.9197,0.3167
307,0.4976,0.6009,0.5971,0.6507,0.6739,0.7214,0.7197,0.8272,0.3139
308,0.5426,0.5917,0.6521,0.6809,0.7271,0.7903,0.8181,0.9015,0.3126
309,0.5635,0.5633,0.6492,0.6732,0.7269,0.744,0.8321,0.8368,0.3152
310,0.4592,0.5332,0.5797,0.626,0.673,0.7264,0.7683,0.8473,0.3113
311,0.5053,0.5711,0.5845,0.6344,0.6658,0.6767,0.7284,0.7614,0.3132
312,0.5652,0.5688,0.6346,0.6791,0.7318,0.7208,0.826,0.7981,0.313
313,0.5653,0.5532,0.6464,0.6536,0.6975,0.7372,0.7831,0.8263,0.3062
314,0.4507,0.5955,0.5589,0.6851,0.73,0.6848,0.8128,0.7867,0.3255
315,0.4514,0.6406,0.5475,0.7037,0.7365,0.6624,0.7976,0.757,0.3138
316,0.5172,0.529,0.6376,0.607,0.6468,0.7728,0.7254,0.8951,0.3183
317,0.501,0.5304,0.6125,0.6105,0.6506,0.7594,0.7336,0.8702,0.3166
318,0.4678,0.5173,0.5592,0.6055,0.6555,0.6572,0.7481,0.7498,0.3193
319,0.5595,0.6364,0.6709,0.711,0.7542,0.8082,0.8405,0.925,0.3068
320,0.5593,0.6101,0.642,0.6822,0.7124,0.7369,0.7729,0.8279,0.3115
321,0.5121,0.562,0.5932,0.6707,0.7308,0.684,0.8494,0.7764,0.3161
322,0.5969,0.5706,0.6922,0.6512,0.6956,0.8049,0.7841,0.9037,0.3058
323,0.5362,0.5473,0.608,0.616,0.6518,0.6786,0.7222,0.7536,0.326
324,0.4827,0.5694,0.5793,0.6341,0.6681,0.6966,0.7349,0.7897,0.3098
325,0.4751,0.57,0.5777,0.6569,0.7019,0.7001,0.7949,0.8059,0.316
326,0.4841,0.5808,0.5773,0.6907,0.748,0.6796,0.8428,0.7688,0.3142
327,0.4706,0.5761,0.571,0.635,0.6666,0.6937,0.7276,0.8018,0.3084
328,0.4568,0.6352,0.5525,0.7023,0.7413,0.6569,0.8149,0.7513,0.3153
329,0.483,0.5317,0.5786,0.6189,0.6607,0.6686,0.7506,0.761,0.3101
330,0.5399,0.5948,0.6135,0.651,0.6842,0.6845,0.7506,0.7624,0.3146
331,0.4447,0.596,0.5452,0.7018,0.754,0.6721,0.8619,0.7779,0.3161
332,0.544,0.5209,0.6138,0.5903,0.6269,0.6851,0.7086,0.7579,0.3155
333,0.5412,0.5491,0.6149,0.6249,0.6582,0.6863,0.7264,0.769,0.3088
334,0.5664,0.5409,0.6709,0.6191,0.6572,0.7936,0.7407,0.9116,0.3147
335,0.5705,0.607,0.65,0.6836,0.7187,0.7355,0.7854,0.8169,0.3172
336,0.5039,0.5733,0.6168,0.6748,0.7244,0.7625,0.8114,0.877,0.3133
337,0.555,0.5808,0.6277,0.6406,0.6747,0.7022,0.7396,0.7848,0.3214
338,0.4703,0.5675,0.5916,0.6207,0.6512,0.7533,0.7133,0.8711,0.3083
339,0.569,0.6258,0.6463,0.7124,0.7542,0.7345,0.842,0.8187,0.3242
340,0.5377,0.5486,0.652,0.6029,0.6356,0.7922,0.7072,0.9116,0.3204
341,0.4802,0.636,0.5947,0.7156,0.7493,0.7279,0.8163,0.8322,0.3191
342,0.5066,0.6386,0.6044,0.6971,0.7279,0.723,0.7949,0.8222,0.322
343,0.4824,0.6042,0.5784,0.6526,0.6837,0.6979,0.7421,0.792,0.3249
344,0.4539,0.5342,0.5842,0.6103,0.6513,0.7469,0.7408,0.8645,0.3157
345,0.5601,0.6168,0.6689,0.7029,0.7505,0.7952,0.8487,0.9054,0.3238
346,0.5025,0.5953,0.5763,0.6912,0.74,0.674,0.8384,0.7515,0.3241
347,0.4783,0.5917,0.5875,0.6594,0.6923,0.7177,0.7562,0.8316,0.3131
348,0.5726,0.494,0.66,0.5845,0.6275,0.7606,0.7138,0.8555,0.314
349,0.5281,0.5833,0.6028,0.6782,0.7247,0.6805,0.8156,0.7529,0.3173
350,0.5185,0.586,0.6158,0.6914,0.74,0.7395,0.8359,0.8369,0.3158
351,0.5628,0.6421,0.6381,0.6977,0.732,0.7222,0.8035,0.8027,0.3178
352,0.4427,0.5805,0.5582,0.6904,0.7382,0.695,0.8403,0.8096,0.317
353,0.5243,0.5177,0.6248,0.6083,0.6488,0.7389,0.7261,0.8414,0.3101
354,0.5788,0.6271,0.676,0.6887,0.7212,0.7933,0.7926,0.9004,0.3148
355,0.5507,0.6059,0.6304,0.6965,0.743,0.7269,0.8322,0.8109,0.3215
356,0.5575,0.5756,0.6657,0.6493,0.6861,0.7893,0.7645,0.901,0.309
357,0.5766,0.628,0.6716,0.6873,0.7158,0.7755,0.7726,0.8744,0.3238
358,0.5621,0.5163,0.6624,0.5971,0.6379,0.7814,0.7268,0.8877,0.3164
359,0.4653,0.5981,0.5793,0.6889,0.7336,0.7492,0.8206,0.8573,0.3149
360,0.519,0.5691,0.6055,0.6184,0.6458,0.707,0.7014,0.7995,0.3053
361,0.458,0.6428,0.5679,0.7248,0.7633,0.6963,0.8438,0.7974,0.3115
362,0.5502,0.6131,0.6191,0.6944,0.7311,0.6934,0.7973,0.7621,0.3134
363,0.5498,0.5314,0.6203,0.6245,0.6716,0.6911,0.7582,0.7647,0.3075
364,0.4747,0.6097,0.6009,0.7013,0.7524,0.7573,0.85,0.8865,0.3275
365,0.5478,0.5268,0.6432,0.6018,0.6423,0.7541,0.7175,0.845,0.3222
366,0.5341,0.5129,0.6258,0.6192,0.6659,0.7347,0.7587,0.8359,0.3041
367,0.5351,0.6348,0.6167,0.7069,0.7454,0.7184,0.8131,0.8018,0.3308
368,0.5521,0.5722,0.6483,0.6222,0.648,0.7724,0.6979,0.8716,0.3125
369,0.4479,0.5296,0.568,0.6184,0.6665,0.7192,0.7596,0.837,0.304
370,0.4434,0.492,0.539,0.5664,0.6091,0.6579,0.6864,0.7529,0.3082
371,0.5724,0.5663,0.6695,0.6225,0.6538,0.7987,0.7098,0.9027,0.3129
372,0.4518,0.5106,0.5587,0.6008,0.6442,0.6899,0.7319,0.8027,0.3118
373,0.5295,0.5417,0.625,0.6243,0.6652,0.7339,0.7506,0.8313,0.3151
374,0.5672,0.5383,0.6646,0.6507,0.7029,0.7793,0.8124,0.8851,0.3083
375,0.4505,0.6308,0.5807,0.7198,0.7622,0.7431,0.8553,0.8697,0.3154
376,0.4876,0.5623,0.6137,0.6405,0.6787,0.7749,0.7588,0.8997,0.3173
377,0.4588,0.5881,0.5748,0.6983,0.7473,0.7083,0.842,0.8195,0.3154
378,0.5254,0.6069,0.6027,0.6639,0.6915,0.6895,0.752,0.772,0.3179
379,0.4917,0.5886,0.5879,0.6457,0.6731,0.708,0.7236,0.8068,0.3123
380,0.5464,0.5628,0.6272,0.6155,0.642,0.7218,0.7054,0.8066,0.318
381,0.4729,0.5529,0.5711,0.6102,0.6412,0.6795,0.7042,0.7781,0.3089
382,0.474,0.6302,0.5945,0.6946,0.731,0.7459,0.7954,0.862,0.313
383,0.5754,0.5427,0.6453,0.6452,0.6984,0.7314,0.8102,0.8079,0.3203
384,0.5411,0.547,0.6578,0.6478,0.6965,0.8045,0.803,0.9265,0.3127
385,0.5111,0.5438,0.5968,0.6319,0.6773,0.6951,0.7733,0.7794,0.3088
386,0.5827,0.6033,0.6693,0.6735,0.7065,0.757,0.7764,0.8518,0.3102
387,0.5041,0.6399,0.6096,0.7281,0.7693,0.7502,0.8456,0.8591,0.3212
388,0.5289,0.586,0.6502,0.6604,0.7003,0.8059,0.788,0.928,0.3208
389,0.5586,0.5504,0.6583,0.6138,0.6434,0.785,0.7135,0.8863,0.3233
390,0.4297,0.5269,0.5373,0.6035,0.6444,0.6723,0.7162,0.7746,0.3124
391,0.5482,0.6104,0.6177,0.6586,0.6828,0.6995,0.7392,0.7783,0.3116
392,0.504,0.649,0.6004,0.7355,0.776,0.7177,0.8476,0.819,0.3251
393,0.5219,0.6183,0.6048,0.6934,0.7343,0.6982,0.8183,0.7883,0.3258
394,0.5731,0.6293,0.6469,0.7232,0.7681,0.7303,0.857,0.8063,0.3121
395,0.5699,0.5282,0.6657,0.6261,0.6733,0.7822,0.78,0.8797,0.3083
396,0.5037,0.5999,0.597,0.6688,0.7042,0.7045,0.7661,0.8024,0.3193
397,0.4474,0.6177,0.5596,0.6769,0.7045,0.7082,0.7629,0.8175,0.3214
398,0.545,0.5616,0.631,0.6488,0.687,0.7298,0.7607,0.8143,0.32
399,0.5923,0.5844,0.6861,0.6776,0.7213,0.7775,0.7966,0.8714,0.3194
400,0.5295,0.5921,0.6036,0.653,0.6827,0.6835,0.744,0.7604,0.3148
401,0.5384,0.5361,0.6497,0.6086,0.6454,0.8032,0.7115,0.9257,0.3116
402,0.4882,0.6112,0.5871,0.6654,0.697,0.6999,0.7538,0.7972,0.3187
403,0.5182,0.4906,0.5972,0.5624,0.6071,0.6891,0.6825,0.773,0.3141
404,0.4846,0.5772,0.596,0.6551,0.6931,0.7432,0.7722,0.86,0.3188
405,0.5549,0.6043,0.6713,0.6753,0.7066,0.803,0.7682,0.921,0.3117
406,0.5318,0.5433,0.61,0.6192,0.6563,0.684,0.733,0.7632,0.31
407,0.4649,0.5992,0.5864,0.7094,0.755,0.747,0.8499,0.8665,0.3083
408,0.4688,0.5518,0.5866,0.6306,0.6758,0.7396,0.7769,0.8544,0.3102
409,0.5363,0.5784,0.6121,0.6398,0.6731,0.6985,0.7444,0.7794,0.3218
410,0.5871,0.5867,0.685,0.6685,0.7127,0.8044,0.8043,0.9055,0.3224
411,0.5807,0.5448,0.688,0.6119,0.6465,0.8125,0.7129,0.9284,0.3147
412,0.572,0.5976,0.649,0.6694,0.7082,0.733,0.7873,0.8113,0.3137
413,0.5419,0.5743,0.6443,0.6762,0.7341,0.7604,0.8551,0.8605,0.3078
414,0.5446,0.5732,0.6454,0.6463,0.6841,0.7741,0.764,0.8779,0.3155
415,0.4779,0.5655,0.5923,0.6196,0.6484,0.7286,0.7037,0.838,0.3053
416,0.5735,0.5899,0.6727,0.6848,0.7348,0.797,0.8342,0.9007,0.3164
417,0.4802,0.524,0.5976,0.6078,0.653,0.7467,0.7419,0.868,0.3159
418,0.5071,0.6015,0.6239,0.6795,0.7199,0.775,0.8043,0.893,0.3216
419,0.4859,0.6282,0.6046,0.7023,0.7461,0.7471,0.8334,0.8742,0.3168
420,0.4251,0.5855,0.5285,0.6524,0.6893,0.6559,0.7665,0.7555,0.3155
421,0.4712,0.6143,0.5914,0.7015,0.7419,0.7469,0.8297,0.8577,0.306
422,0.4805,0.5668,0.5691,0.6402,0.6776,0.665,0.7531,0.7567,0.311
423,0.4867,0.6284,0.5761,0.7245,0.7697,0.6766,0.8589,0.763,0.3236
424,0.4643,0.5356,0.5695,0.6177,0.6603,0.6975,0.7435,0.8057,0.3072
425,0.4626,0.5418,0.5908,0.6297,0.6783,0.7507,0.7735,0.8803,0.3115
426,0.541,0.5913,0.6377,0.6573,0.6953,0.7637,0.768,0.8632,0.3185
427,0.4716,0.5215,0.6117,0.6299,0.685,0.7837,0.7934,0.9156,0.3082
428,0.454,0.6522,0.5581,0.719,0.7552,0.6887,0.8304,0.802,0.3247
429,0.4573,0.4886,0.5922,0.5882,0.633,0.7676,0.7134,0.9006,0.3168
430,0.5361,0.5921,0.6283,0.6529,0.679,0.7262,0.7376,0.8162,0.3162
431,0.5506,0.5421,0.6606,0.6388,0.6886,0.8122,0.7974,0.9295,0.3144
432,0.4405,0.5839,0.568,0.6349,0.6576,0.722,0.7094,0.8437,0.31
433,0.4728,0.6389,0.6002,0.7126,0.7548,0.7495,0.8347,0.8691,0.315
434,0.4988,0.5465,0.5894,0.6242,0.6673,0.6879,0.7549,0.7783,0.3172
435,0.4769,0.5125,0.5646,0.5997,0.6435,0.6731,0.7313,0.7677,0.3123
436,0.4401,0.5418,0.535,0.6098,0.6419,0.6572,0.7104,0.7473,0.3042
437,0.4779,0.5916,0.6036,0.6423,0.6631,0.7641,0.6991,0.8854,0.3227
438,0.4533,0.6152,0.5628,0.6791,0.7121,0.7009,0.7872,0.8071,0.3122
439,0.4722,0.5563,0.5671,0.6454,0.6901,0.6801,0.7719,0.7712,0.3148
440,0.4728,0.533,0.6017,0.6366,0.6806,0.7553,0.7704,0.8756,0.3185
441,0.5672,0.5553,0.6572,0.6446,0.6885,0.7676,0.7757,0.8634,0.3145
442,0.5374,0.5939,0.6062,0.6695,0.7079,0.6838,0.7899,0.7602,0.3194
443,0.5351,0.6124,0.6498,0.6724,0.6998,0.7937,0.7521,0.9086,0.3206
444,0.5757,0.6091,0.6507,0.7106,0.7571,0.7243,0.8556,0.8073,0.317
445,0.5203,0.5582,0.6012,0.6522,0.6983,0.6847,0.7812,0.7672,0.3086
446,0.5752,0.5925,0.6603,0.6771,0.7237,0.7637,0.8099,0.8568,0.317
447,0.4692,0.6013,0.5984,0.687,0.7297,0.7647,0.8188,0.8876,0.3175
448,0.5429,0.65,0.6419,0.7306,0.7647,0.7697,0.8345,0.8789,0.3166
449,0.5076,0.5531,0.6343,0.6355,0.6799,0.7935,0.7581,0.9136,0.3129
450,0.5521,0.6316,0.6325,0.6969,0.7268,0.7256,0.7909,0.8133,0.3147
451,0.572,0.6258,0.6729,0.7154,0.7565,0.7812,0.8462,0.8856,0.32
452,0.6,0.5479,0.6951,0.6199,0.6604,0.8116,0.7352,0.9174,0.3166
453,0.4566,0.5385,0.5749,0.6194,0.6594,0.7179,0.735,0.8303,0.314
454,0.4557,0.6476,0.5705,0.7139,0.7462,0.7139,0.814,0.8212,0.3193
455,0.5081,0.6362,0.6139,0.7119,0.7465,0.7425,0.8133,0.8507,0.3255
456,0.4994,0.6113,0.6165,0.7073,0.7521,0.7575,0.8384,0.8688,0.3261
457,0.5486,0.604,0.6532,0.6507,0.6764,0.7708,0.7234,0.8801,0.3173
458,0.4994,0.5395,0.586,0.6561,0.7069,0.6828,0.8126,0.7658,0.3048
459,0.5654,0.5946,0.6409,0.6333,0.6561,0.7363,0.704,0.8162,0.3203
460,0.5164,0.5633,0.5973,0.6229,0.6528,0.7002,0.7118,0.7871,0.3117
461,0.583,0.5648,0.6639,0.6406,0.6677,0.7579,0.738,0.8458,0.3164
462,0.5867,0.5475,0.6921,0.6598,0.7165,0.8145,0.8313,0.9216,0.3191
463,0.4726,0.5062,0.6059,0.5899,0.634,0.7791,0.7189,0.9012,0.3117
464,0.4897,0.5767,0.5934,0.6477,0.6825,0.7097,0.7503,0.8149,0.3237
465,0.5844,0.6152,0.6848,0.6717,0.7002,0.8079,0.754,0.9176,0.3265
466,0.5819,0.5229,0.6645,0.596,0.6366,0.7617,0.7214,0.8582,0.3033
467,0.5782,0.5123,0.6572,0.6098,0.6545,0.7463,0.7446,0.8398,0.3085
468,0.5107,0.5321,0.6108,0.6127,0.6547,0.7275,0.7366,0.8248,0.3151
469,0.494,0.6076,0.5834,0.689,0.7369,0.6916,0.8288,0.7803,0.3195
470,0.5622,0.5541,0.6513,0.6297,0.6724,0.7547,0.746,0.8549,0.3098
471,0.5053,0.5627,0.5947,0.6819,0.7358,0.7059,0.8463,0.8033,0.3127
472,0.5127,0.5256,0.6169,0.6146,0.6584,0.7631,0.7482,0.881,0.3234
473,0.4925,0.6246,0.5989,0.6744,0.7011,0.7237,0.7589,0.838,0.3283
474,0.542,0.6132,0.6137,0.6789,0.7139,0.6991,0.7851,0.7756,0.3249
475,0.5487,0.604,0.6336,0.6694,0.6999,0.7284,0.7662,0.8217,0.3137
476,0.5111,0.5142,0.606,0.6067,0.6525,0.7257,0.7461,0.8306,0.3107
477,0.5194,0.6261,0.6305,0.7129,0.7608,0.7626,0.8523,0.8823,0.3176
478,0.5162,0.6146,0.6347,0.67,0.6942,0.7781,0.7458,0.8932,0.3177
479,0.4674,0.5556,0.595,0.6439,0.6859,0.7586,0.7759,0.8895,0.3115
480,0.4803,0.5365,0.5724,0.6355,0.6963,0.6827,0.8078,0.7743,0.3056
481,0.5142,0.5772,0.6208,0.6436,0.6746,0.746,0.7395,0.8502,0.3171
482,0.5549,0.5574,0.6498,0.6628,0.7178,0.7521,0.8271,0.8505,0.3113
483,0.4943,0.6089,0.5978,0.7089,0.752,0.7377,0.8391,0.8462,0.3124
484,0.4487,0.568,0.5615,0.6441,0.679,0.7042,0.7468,0.8128,0.319
485,0.5679,0.6024,0.6495,0.6853,0.7293,0.734,0.8039,0.8234,0.3222
486,0.5145,0.623,0.611,0.7158,0.7622,0.7211,0.8576,0.8172,0.3163
487,0.5436,0.6044,0.6327,0.6995,0.7443,0.7241,0.8316,0.82,0.312
488,0.4742,0.6318,0.5739,0.6956,0.7334,0.698,0.8059,0.8024,0.3209
489,0.5119,0.5581,0.6204,0.6786,0.7383,0.7535,0.8438,0.8617,0.3128
490,0.4841,0.6396,0.5903,0.6998,0.7299,0.7248,0.7841,0.8351,0.3187
491,0.5868,0.5236,0.6794,0.6458,0.6983,0.7885,0.8064,0.8906,0.3221
492,0.4701,0.5445,0.6116,0.6565,0.7095,0.7954,0.8225,0.9228,0.3177
493,0.4386,0.5792,0.5583,0.6767,0.7259,0.7005,0.827,0.817,0.3066
494,0.5098,0.5591,0.5927,0.6708,0.7289,0.683,0.8353,0.7617,0.3158
495,0.4502,0.6304,0.5529,0.6953,0.7282,0.681,0.7921,0.7873,0.317
496,0.4934,0.5206,0.6095,0.6131,0.6607,0.7502,0.7574,0.8649,0.3177
497,0.5064,0.5734,0.5905,0.6849,0.7382,0.6917,0.8398,0.7726,0.3178
498,0.5671,0.5987,0.6306,0.6565,0.6897,0.6906,0.7545,0.7598,0.3195
499,0.5356,0.5383,0.6491,0.6538,0.7095,0.7874,0.8303,0.8972,0.3125
500,0.4929,0.5806,0.622,0.6893,0.739,0.7862,0.8515,0.9213,0.3116
501,0.5076,0.5969,0.6093,0.6665,0.6989,0.7268,0.7615,0.8209,0.319
502,0.5408,0.5657,0.6312,0.6627,0.7105,0.7364,0.8091,0.8274,0.3072
503,0.4938,0.5427,0.5838,0.6331,0.6736,0.6948,0.7475,0.7843,0.3066
504,0.5136,0.5261,0.5897,0.5993,0.6341,0.6803,0.7084,0.762,0.3171
505,0.5764,0.6283,0.6527,0.6733,0.6996,0.7305,0.7495,0.8104,0.3225
506,0.4593,0.5735,0.5671,0.6757,0.7218,0.6963,0.8237,0.8058,0.3171
507,0.4884,0.5474,0.6105,0.6295,0.669,0.7769,0.7477,0.8972,0.3145
508,0.5914,0.5945,0.6866,0.6357,0.6649,0.7938,0.7261,0.8961,0.3153
509,0.4624,0.6094,0.5611,0.6551,0.6787,0.6889,0.7221,0.7909,0.3214
510,0.5725,0.615,0.6397,0.699,0.7403,0.7173,0.8248,0.7908,0.3241
511,0.4725,0.6499,0.594,0.7326,0.7761,0.751,0.86,0.8692,0.3228
512,0.5168,0.576,0.6014,0.6436,0.679,0.6982,0.7602,0.7857,0.3278
513,0.5908,0.4919,0.6777,0.5763,0.616,0.7645,0.7027,0.858,0.3125
514,0.561,0.5713,0.622,0.6522,0.6935,0.6879,0.7795,0.7647,0.3116
515,0.4837,0.5941,0.613,0.6737,0.7128,0.7719,0.7905,0.9032,0.3199
516,0.4997,0.5523,0.5843,0.615,0.6441,0.6721,0.7179,0.7549,0.3113
517,0.5984,0.5138,0.6965,0.6199,0.6706,0.7991,0.7723,0.9072,0.3071
518,0.5481,0.6368,0.6382,0.698,0.73,0.7507,0.7932,0.8466,0.3193
519,0.5674,0.5937,0.6586,0.6399,0.6628,0.7655,0.7166,0.8622,0.3234
520,0.5699,0.5813,0.6675,0.6798,0.7309,0.7744,0.8405,0.8732,0.3148
521,0.5584,0.5972,0.6681,0.6531,0.6838,0.8032,0.7444,0.9157,0.3195
522,0.5199,0.4992,0.6374,0.5642,0.6026,0.7868,0.6871,0.9031,0.3087
523,0.5284,0.5361,0.6074,0.6395,0.6929,0.6954,0.8029,0.7813,0.3232
524,0.5579,0.5531,0.6203,0.6622,0.7156,0.6847,0.8238,0.7533,0.3159
525,0.5299,0.6174,0.6088,0.6583,0.6839,0.6933,0.7409,0.7732,0.3164
526,0.4712,0.4901,0.6038,0.5694,0.6082,0.7749,0.6885,0.8991,0.3201
527,0.4828,0.6209,0.5995,0.6846,0.7184,0.7348,0.7819,0.8548,0.3122
528,0.5028,0.6362,0.5858,0.7145,0.7559,0.6804,0.8312,0.7624,0.3113
529,0.5577,0.5487,0.6295,0.6351,0.6825,0.7039,0.7751,0.7845,0.308
530,0.5791,0.5815,0.6528,0.6846,0.7366,0.731,0.8402,0.8083,0.317
531,0.4754,0.4908,0.6079,0.5732,0.6151,0.773,0.7041,0.8922,0.3098
532,0.4519,0.6098,0.5684,0.6993,0.7442,0.7192,0.8225,0.8296,0.3164
533,0.5158,0.5226,0.6349,0.6157,0.6586,0.7895,0.7472,0.9032,0.3128
534,0.5633,0.5119,0.6577,0.599,0.6408,0.7775,0.7267,0.8786,0.3039
535,0.4881,0.6194,0.6038,0.6858,0.7116,0.7561,0.7686,0.8718,0.323
536,0.4429,0.5887,0.5425,0.6453,0.6709,0.6617,0.7152,0.7635,0.321
537,0.478,0.5781,0.5674,0.6366,0.6657,0.6652,0.7242,0.7537,0.3115
538,0.4585,0.5054,0.5664,0.5775,0.6198,0.7068,0.7027,0.8181,0.3122
539,0.5716,0.574,0.6702,0.6733,0.7156,0.7833,0.809,0.8886,0.3208
540,0.446,0.6444,0.5668,0.7166,0.7509,0.7368,0.8321,0.8578,0.3101
541,0.4808,0.6361,0.5819,0.717,0.762,0.7081,0.8486,0.8035,0.3175
542,0.5193,0.6253,0.5997,0.7019,0.7402,0.6955,0.8073,0.7857,0.3253
543,0.4329,0.5998,0.5326,0.6544,0.6853,0.6482,0.7483,0.7485,0.3252
544,0.4477,0.5926,0.5478,0.688,0.7289,0.6669,0.8123,0.7642,0.3127
545,0.5304,0.5947,0.647,0.6591,0.6891,0.7925,0.7549,0.9212,0.3218
546,0.4742,0.6208,0.6036,0.6703,0.6961,0.773,0.7518,0.895,0.3112
547,0.536,0.535,0.6235,0.642,0.6896,0.7309,0.7819,0.8225,0.3162
548,0.5077,0.5833,0.6008,0.6739,0.7166,0.7088,0.8057,0.8061,0.3221
549,0.4849,0.5587,0.5925,0.6338,0.6726,0.7098,0.7429,0.818,0.3133
550,0.501,0.572,0.5936,0.6378,0.6746,0.708,0.7486,0.8014,0.3144
551,0.4567,0.5257,0.5773,0.5905,0.6254,0.7288,0.6955,0.8426,0.3043
552,0.5073,0.5074,0.6309,0.5879,0.6282,0.7857,0.6983,0.9097,0.3137
553,0.5256,0.5713,0.6119,0.6266,0.6526,0.7122,0.6997,0.8019,0.3185
554,0.4695,0.5695,0.5764,0.6593,0.7066,0.7033,0.8016,0.8128,0.3124
555,0.557,0.5757,0.6501,0.6787,0.7357,0.7511,0.8425,0.855,0.3141
556,0.513,0.564,0.6019,0.6225,0.6554,0.7006,0.7203,0.7933,0.3137
557,0.5774,0.6261,0.6811,0.698,0.7343,0.8053,0.8025,0.9152,0.3145
558,0.5101,0.5108,0.6235,0.5827,0.6215,0.7564,0.6961,0.8695,0.3139
559,0.489,0.6552,0.5937,0.724,0.7596,0.7114,0.8301,0.8152,0.3212
560,0.5683,0.6366,0.6506,0.7232,0.7657,0.7419,0.8589,0.8283,0.3214
561,0.5378,0.625,0.6487,0.6934,0.7291,0.777,0.7981,0.8873,0.323
562,0.5794,0.528,0.6784,0.6233,0.6726,0.7953,0.7695,0.9,0.3125
563,0.575,0.5674,0.6802,0.6615,0.7057,0.8118,0.7895,0.9193,0.3171
564,0.4466,0.5757,0.5582,0.6787,0.7302,0.7083,0.8403,0.8178,0.3163
565,0.5379,0.6574,0.6544,0.7314,0.7715,0.7963,0.8533,0.9103,0.3149
566,0.562,0.5723,0.6678,0.6649,0.7088,0.8011,0.7992,0.9052,0.3157
567,0.4457,0.5185,0.556,0.6144,0.6604,0.7034,0.7482,0.8154,0.312
568,0.5531,0.5786,0.6192,0.6673,0.7057,0.6927,0.7785,0.7694,0.3087
569,0.458,0.6379,0.5636,0.731,0.7717,0.6882,0.842,0.7851,0.3199
570,0.4972,0.5342,0.5951,0.6249,0.672,0.7122,0.7691,0.8091,0.305
571,0.543,0.5329,0.6417,0.6079,0.6487,0.7589,0.72,0.8661,0.3123
572,0.5293,0.6118,0.6496,0.6985,0.7449,0.8032,0.8432,0.9239,0.3181
573,0.5963,0.5314,0.6825,0.6482,0.7048,0.7785,0.8106,0.8671,0.3155
574,0.4521,0.5741,0.5567,0.647,0.6859,0.6853,0.7638,0.7881,0.3148
575,0.5238,0.547,0.5949,0.6546,0.7171,0.6724,0.836,0.7532,0.3173
576,0.5259,0.5359,0.6119,0.6061,0.6367,0.7153,0.7005,0.8096,0.308
577,0.4416,0.6529,0.547,0.725,0.7626,0.6783,0.8329,0.782,0.3192
578,0.5276,0.6061,0.6149,0.6732,0.7084,0.7103,0.7836,0.8072,0.3147
579,0.5211,0.5918,0.6212,0.6473,0.677,0.7442,0.7416,0.8498,0.3207
580,0.5516,0.5618,0.6404,0.6189,0.6495,0.7419,0.7133,0.8329,0.3207
581,0.4525,0.5979,0.5672,0.6713,0.7085,0.7073,0.7827,0.8167,0.3138
582,0.5569,0.5952,0.6488,0.6769,0.7205,0.7561,0.81,0.8488,0.3145
