Iteration,Proportion Test,Proportion Test (Sim Results Clintool1025.Csv),Proportion Test (Sim Results Clintool2150.Csv),Proportion Test (Sim Results Clintool5175.Csv),Proportion Test (Sim Results Clintool76100.Csv)
6177,0.3086,0.3482,0.3472,0.3845,0.4315
6178,0.3178,0.3305,0.3701,0.396,0.4108
6179,0.3097,0.3164,0.3467,0.3799,0.414
6180,0.3208,0.3401,0.3542,0.3957,0.4164
6181,0.311,0.329,0.359,0.3891,0.4083
6182,0.3093,0.326,0.3745,0.3975,0.4266
6183,0.3314,0.3295,0.3594,0.4123,0.4225
6184,0.3093,0.3354,0.3497,0.3839,0.4298
6185,0.301,0.3215,0.3651,0.3704,0.4301
6186,0.3074,0.3357,0.3563,0.3863,0.4299
6187,0.315,0.3293,0.3506,0.3878,0.4438
6188,0.3152,0.3233,0.3809,0.4111,0.4159
6189,0.3094,0.3427,0.3609,0.4027,0.4267
6190,0.3135,0.3375,0.3549,0.3737,0.4094
6191,0.3127,0.3263,0.3691,0.3891,0.4244
6192,0.3084,0.33,0.3394,0.3703,0.419
6193,0.3221,0.3332,0.3471,0.3908,0.4203
6194,0.3197,0.3315,0.3601,0.3955,0.4283
6195,0.3193,0.3409,0.3836,0.3918,0.4248
6196,0.3071,0.3331,0.3773,0.3766,0.4089
6197,0.3217,0.3434,0.3769,0.4138,0.4146
6198,0.3267,0.3201,0.3691,0.4033,0.4068
6199,0.3131,0.3412,0.3622,0.3887,0.4454
6200,0.3139,0.3389,0.358,0.389,0.4352
6201,0.3145,0.3277,0.3439,0.3827,0.4195
6202,0.3127,0.3273,0.3759,0.3833,0.4234
6203,0.3171,0.3332,0.3747,0.3929,0.4235
6204,0.3129,0.3221,0.3471,0.3734,0.4408
6205,0.3037,0.3414,0.3526,0.3683,0.4006
6206,0.3165,0.3346,0.3477,0.376,0.4287
6207,0.3213,0.3455,0.3609,0.3945,0.4176
6208,0.3132,0.3341,0.3755,0.3947,0.4143
6209,0.3175,0.3291,0.355,0.4079,0.4501
6210,0.3201,0.3342,0.3638,0.3932,0.4076
6211,0.3201,0.3502,0.355,0.3955,0.423
6212,0.3218,0.3339,0.3462,0.4189,0.4228
6213,0.3193,0.349,0.3676,0.3832,0.4277
6214,0.3186,0.3451,0.3717,0.3984,0.4412
6215,0.3139,0.3452,0.3564,0.3862,0.4087
6216,0.3051,0.3393,0.3672,0.3887,0.4236
6217,0.3221,0.3451,0.3887,0.3932,0.4205
6218,0.3125,0.3354,0.3545,0.4065,0.4345
6219,0.3232,0.3378,0.3633,0.4035,0.4263
6220,0.3192,0.3292,0.3763,0.3848,0.4195
6221,0.3073,0.338,0.3484,0.3681,0.4243
6222,0.3063,0.3295,0.3416,0.3922,0.4234
6223,0.3206,0.3298,0.368,0.3968,0.4087
6224,0.3154,0.3393,0.3784,0.3971,0.4451
6225,0.3208,0.3282,0.3765,0.3913,0.4242
6226,0.3273,0.334,0.352,0.3982,0.4285
6227,0.3197,0.3276,0.37,0.4129,0.4446
6228,0.3217,0.3371,0.3523,0.3898,0.4315
6229,0.3299,0.3338,0.3585,0.4168,0.4257
6230,0.3198,0.3345,0.3506,0.3912,0.408
6231,0.3131,0.3308,0.3412,0.3951,0.4188
6232,0.3179,0.3299,0.3617,0.3852,0.4136
6233,0.3194,0.329,0.3421,0.4014,0.4229
6234,0.3237,0.3221,0.3549,0.4035,0.426
6235,0.3218,0.3314,0.3724,0.4135,0.4145
6236,0.3188,0.3282,0.3679,0.4046,0.4255
6237,0.322,0.3421,0.3647,0.4024,0.428
6238,0.3219,0.3305,0.3744,0.3942,0.4296
6239,0.326,0.3205,0.3702,0.4138,0.4273
6240,0.3168,0.3473,0.3723,0.4056,0.4043
6241,0.3256,0.3427,0.3655,0.4148,0.4291
6242,0.3136,0.3345,0.364,0.3959,0.4103
6243,0.3165,0.3231,0.3547,0.3932,0.4438
6244,0.3135,0.3375,0.3741,0.4017,0.4289
6245,0.3123,0.3391,0.3466,0.3869,0.4335
6246,0.3104,0.3399,0.3706,0.3961,0.4247
6247,0.3155,0.32,0.3475,0.3878,0.4229
6248,0.3165,0.3491,0.3536,0.4111,0.4187
6249,0.3128,0.3266,0.3584,0.3804,0.434
6250,0.3096,0.3275,0.3525,0.3925,0.4258
6251,0.3198,0.3562,0.3497,0.3863,0.4212
6252,0.3206,0.3367,0.3754,0.3969,0.4316
6253,0.3156,0.3349,0.3517,0.389,0.4282
6254,0.3145,0.3171,0.3414,0.3994,0.4028
6255,0.3202,0.343,0.3608,0.3974,0.4404
6256,0.3317,0.3387,0.3602,0.4017,0.4397
6257,0.3193,0.3402,0.3464,0.4127,0.4489
6258,0.3122,0.3455,0.3552,0.3907,0.4394
6259,0.3108,0.339,0.3766,0.4056,0.4379
6260,0.3266,0.3416,0.3613,0.4199,0.4429
6261,0.3154,0.3348,0.3533,0.3909,0.4463
6262,0.3107,0.3342,0.362,0.4012,0.413
6263,0.3053,0.3356,0.3566,0.3645,0.4337
6264,0.3197,0.3369,0.3611,0.3958,0.4217
6265,0.3151,0.3211,0.394,0.379,0.4193
6266,0.3185,0.3423,0.3804,0.3952,0.4349
6267,0.3204,0.3276,0.3548,0.3954,0.4335
6268,0.3221,0.3257,0.3582,0.407,0.4277
6269,0.3123,0.3358,0.3566,0.3967,0.4485
6270,0.3128,0.3304,0.3487,0.3931,0.4192
6271,0.3198,0.3393,0.3487,0.4155,0.412
6272,0.3266,0.3377,0.3617,0.4269,0.4238
6273,0.314,0.3324,0.3768,0.4113,0.4246
6274,0.3107,0.3355,0.346,0.3778,0.4145
6275,0.3133,0.3311,0.3631,0.4062,0.455
6276,0.3166,0.3188,0.3831,0.4131,0.433
6277,0.3117,0.3414,0.3407,0.3943,0.4196
6278,0.3038,0.3476,0.3562,0.3801,0.4128
6279,0.3191,0.3391,0.3621,0.389,0.4211
6280,0.3163,0.3277,0.3647,0.3837,0.4204
6281,0.3063,0.3364,0.3501,0.3796,0.4161
6282,0.3135,0.3338,0.3661,0.3841,0.4229
6283,0.325,0.3435,0.3797,0.424,0.4212
6284,0.3237,0.3348,0.3414,0.4056,0.4157
6285,0.3248,0.3411,0.3591,0.401,0.4211
6286,0.3147,0.3395,0.3635,0.3896,0.4243
6287,0.3259,0.3234,0.3526,0.4093,0.4201
6288,0.3164,0.3419,0.341,0.4086,0.4097
6289,0.3202,0.3437,0.356,0.3976,0.449
6290,0.3134,0.3289,0.3612,0.3861,0.4169
6291,0.3126,0.349,0.3795,0.3828,0.4381
6292,0.3125,0.3336,0.3784,0.3769,0.4029
6293,0.31,0.3349,0.3423,0.3662,0.4484
6294,0.3189,0.3261,0.3498,0.391,0.3989
6295,0.3049,0.3401,0.3673,0.3766,0.4299
6296,0.3171,0.3236,0.3663,0.4083,0.4463
6297,0.312,0.3302,0.3543,0.3815,0.4401
6298,0.3082,0.3394,0.3714,0.3871,0.4358
6299,0.3186,0.3428,0.3667,0.4008,0.4105
6300,0.3237,0.3272,0.3752,0.3999,0.4138
6301,0.3166,0.3366,0.3591,0.3939,0.4133
6302,0.3141,0.3488,0.3743,0.4038,0.4422
6303,0.3092,0.3344,0.3627,0.3828,0.4052
6304,0.3137,0.3373,0.3455,0.384,0.4547
6305,0.3208,0.3334,0.3617,0.3997,0.4426
6306,0.3163,0.3319,0.383,0.3968,0.4396
6307,0.3156,0.3465,0.3436,0.3916,0.4139
6308,0.3148,0.3379,0.3604,0.394,0.4097
6309,0.3143,0.3436,0.3798,0.3926,0.4199
6310,0.3139,0.3362,0.3468,0.404,0.434
6311,0.2992,0.3464,0.3645,0.3625,0.4228
6312,0.3233,0.3251,0.3657,0.4202,0.4127
6313,0.3253,0.3436,0.3466,0.3897,0.4219
6314,0.3247,0.3328,0.3648,0.4048,0.4291
6315,0.3145,0.3417,0.3734,0.4068,0.4386
6316,0.3113,0.3373,0.3698,0.3952,0.4068
6317,0.3218,0.3238,0.3608,0.392,0.4096
6318,0.3124,0.3287,0.3578,0.3925,0.4439
6319,0.3165,0.3368,0.3544,0.3925,0.4367
6320,0.3133,0.3313,0.3504,0.3808,0.4294
6321,0.3097,0.3362,0.3472,0.3849,0.4323
6322,0.3214,0.3344,0.3454,0.3992,0.4205
6323,0.325,0.3421,0.369,0.4056,0.4179
6324,0.3165,0.3404,0.3605,0.39,0.4192
6325,0.3056,0.3225,0.3682,0.3773,0.4397
6326,0.3214,0.3424,0.3901,0.3919,0.4281
6327,0.3021,0.3354,0.3603,0.3694,0.4351
6328,0.3142,0.3339,0.3731,0.3988,0.4157
6329,0.3138,0.3198,0.3526,0.3808,0.4279
6330,0.3236,0.3376,0.3582,0.3961,0.4102
6331,0.3077,0.3437,0.3751,0.3948,0.4207
6332,0.3078,0.3464,0.3493,0.3725,0.4361
6333,0.3247,0.3467,0.3484,0.4212,0.436
6334,0.3132,0.3314,0.3666,0.3924,0.4154
6335,0.3119,0.344,0.3623,0.3947,0.4197
6336,0.3209,0.3372,0.3606,0.3922,0.4215
6337,0.303,0.3491,0.3654,0.3654,0.4233
6338,0.3096,0.3384,0.3473,0.3894,0.4361
6339,0.3176,0.3318,0.3794,0.3865,0.4242
6340,0.3082,0.3315,0.3468,0.3789,0.4302
6341,0.309,0.3404,0.3686,0.3813,0.4194
6342,0.3139,0.3333,0.3469,0.4021,0.4338
6343,0.3054,0.332,0.3681,0.3852,0.4102
6344,0.3153,0.3424,0.3792,0.3824,0.4244
6345,0.3138,0.338,0.344,0.4023,0.4274
6346,0.3218,0.3199,0.3737,0.4139,0.434
6347,0.3161,0.3321,0.3569,0.3907,0.4436
6348,0.3203,0.3253,0.362,0.395,0.4094
6349,0.3225,0.3331,0.3431,0.4102,0.447
6350,0.3121,0.3293,0.3725,0.3974,0.4064
6351,0.3239,0.3515,0.3642,0.4202,0.4392
6352,0.324,0.3362,0.3794,0.411,0.4185
6353,0.3152,0.3369,0.3602,0.396,0.4294
6354,0.3084,0.3402,0.3571,0.3902,0.4117
6355,0.3125,0.3389,0.3724,0.3719,0.4081
6356,0.3107,0.3425,0.3426,0.3775,0.4034
6357,0.3129,0.3365,0.3403,0.391,0.4376
6358,0.316,0.3338,0.3476,0.395,0.4065
6359,0.3263,0.3434,0.3514,0.3964,0.4222
6360,0.315,0.3334,0.3812,0.4099,0.4085
6361,0.3217,0.34,0.3727,0.4116,0.4134
6362,0.303,0.3396,0.3731,0.3867,0.4127
6363,0.3052,0.3463,0.3554,0.3841,0.4484
6364,0.3234,0.3319,0.3572,0.3939,0.416
6365,0.3242,0.3322,0.3774,0.4092,0.4424
6366,0.3164,0.3413,0.3673,0.3978,0.4248
6367,0.3073,0.344,0.3625,0.3853,0.4186
6368,0.313,0.3273,0.3561,0.3901,0.419
6369,0.3173,0.3321,0.3821,0.4011,0.4366
6370,0.3235,0.3295,0.3617,0.3995,0.4196
6371,0.3113,0.3322,0.3437,0.393,0.4414
6372,0.3093,0.343,0.3539,0.3774,0.4188
6373,0.3143,0.3412,0.3593,0.3845,0.4233
6374,0.3095,0.331,0.3741,0.3831,0.4101
6375,0.3203,0.3439,0.3722,0.4127,0.4371
6376,0.321,0.3341,0.3567,0.393,0.4166
6377,0.3158,0.3297,0.3567,0.3796,0.4461
6378,0.3144,0.3289,0.3823,0.3852,0.4126
6379,0.3035,0.3264,0.3548,0.3693,0.4357
6380,0.3139,0.36,0.3683,0.3768,0.4359
6381,0.3228,0.3308,0.3577,0.3814,0.4065
6382,0.3162,0.3302,0.3754,0.3868,0.4151
6383,0.3199,0.3341,0.3674,0.4141,0.4016
6384,0.3154,0.34,0.3571,0.3888,0.4255
6385,0.3216,0.3351,0.3692,0.4261,0.4214
6386,0.3149,0.3461,0.352,0.3848,0.4184
6387,0.317,0.3505,0.3776,0.4042,0.4442
6388,0.3149,0.3366,0.364,0.406,0.4176
6389,0.3196,0.3364,0.374,0.3962,0.393
6390,0.3253,0.3311,0.361,0.4037,0.4314
6391,0.3131,0.325,0.3618,0.3807,0.4512
6392,0.3135,0.3267,0.3642,0.3908,0.4137
6393,0.3156,0.3473,0.3586,0.3859,0.4168
6394,0.3123,0.3353,0.3512,0.3927,0.4225
6395,0.2994,0.3237,0.3625,0.3833,0.423
6396,0.3162,0.3451,0.3589,0.4017,0.4288
6397,0.3156,0.3372,0.3612,0.3822,0.4058
6398,0.3164,0.3367,0.3633,0.4044,0.4338
6399,0.3155,0.3492,0.377,0.3998,0.4527
6400,0.3176,0.3271,0.332,0.3966,0.4023
6401,0.3237,0.3267,0.3389,0.403,0.4062
6402,0.3126,0.3307,0.3675,0.3964,0.4278
6403,0.3171,0.3291,0.3606,0.4069,0.4307
6404,0.3167,0.3539,0.3658,0.3936,0.4353
6405,0.3234,0.3464,0.3763,0.3939,0.447
6406,0.3071,0.337,0.3744,0.3661,0.4246
6407,0.3146,0.3495,0.3785,0.3982,0.3966
6408,0.3134,0.3259,0.3423,0.4095,0.4182
6409,0.3248,0.3269,0.3714,0.4046,0.4397
6410,0.3081,0.3392,0.3689,0.3819,0.4037
6411,0.3124,0.3243,0.3594,0.3703,0.4089
6412,0.3118,0.3344,0.382,0.3922,0.4227
6413,0.3048,0.3334,0.3523,0.3881,0.4178
6414,0.3105,0.3391,0.3723,0.3759,0.4398
6415,0.3233,0.3419,0.3614,0.422,0.4061
6416,0.3247,0.3225,0.3504,0.3933,0.4165
6417,0.3129,0.341,0.3557,0.3865,0.4211
6418,0.3165,0.3267,0.3698,0.3961,0.4094
6419,0.3164,0.333,0.3534,0.3947,0.419
6420,0.3124,0.3473,0.348,0.3859,0.431
6421,0.3309,0.3162,0.3912,0.406,0.4164
6422,0.3129,0.3474,0.3514,0.3778,0.4207
6423,0.3309,0.3317,0.3398,0.4196,0.425
6424,0.3148,0.3348,0.36,0.3881,0.4377
6425,0.3093,0.3155,0.3691,0.3845,0.4282
6426,0.3116,0.3218,0.3646,0.3886,0.4176
6427,0.3086,0.3422,0.3421,0.3835,0.441
6428,0.3137,0.3237,0.3471,0.402,0.4485
6429,0.3197,0.3209,0.3763,0.4115,0.4245
6430,0.3218,0.3333,0.35,0.4054,0.427
6431,0.3142,0.3224,0.3597,0.3813,0.4074
6432,0.3212,0.3416,0.356,0.4118,0.4013
6433,0.3163,0.3332,0.3712,0.4109,0.407
6434,0.3221,0.3309,0.3503,0.3823,0.4365
6435,0.315,0.3363,0.3513,0.4153,0.3977
6436,0.3104,0.3434,0.3307,0.3896,0.4175
6437,0.3145,0.3364,0.3647,0.4124,0.4413
6438,0.3101,0.3393,0.3582,0.3917,0.4052
6439,0.3087,0.331,0.3406,0.3982,0.427
6440,0.3214,0.3316,0.352,0.4048,0.4279
6441,0.3188,0.3248,0.3706,0.4038,0.4239
6442,0.3186,0.3358,0.371,0.389,0.4208
6443,0.3014,0.3398,0.3402,0.3746,0.4099
6444,0.322,0.3381,0.3645,0.4036,0.4219
6445,0.3227,0.349,0.3677,0.3961,0.3989
6446,0.316,0.3358,0.3469,0.4047,0.4324
6447,0.3105,0.3404,0.3567,0.3921,0.4389
6448,0.3174,0.3459,0.3807,0.3908,0.4305
6449,0.3242,0.3238,0.3776,0.4013,0.426
6450,0.3236,0.3464,0.3864,0.4167,0.4034
6451,0.3189,0.3445,0.3632,0.3827,0.4036
6452,0.3084,0.3362,0.3598,0.3883,0.4254
6453,0.3125,0.3385,0.3488,0.3926,0.4375
6454,0.315,0.3469,0.3672,0.3766,0.4381
6455,0.3122,0.3384,0.3441,0.3929,0.4553
6456,0.3153,0.3315,0.3561,0.387,0.444
6457,0.3261,0.3415,0.3789,0.4059,0.4293
6458,0.3085,0.327,0.3639,0.388,0.408
6459,0.3193,0.3238,0.3567,0.3811,0.4225
6460,0.3174,0.3383,0.3544,0.3981,0.4215
6461,0.3085,0.3419,0.3697,0.3766,0.4367
6462,0.3194,0.3336,0.3473,0.3919,0.4121
6463,0.3195,0.3445,0.3534,0.3965,0.4066
6464,0.3159,0.3349,0.3766,0.4068,0.4135
6465,0.3147,0.3281,0.3643,0.3867,0.4231
6466,0.3117,0.3356,0.3738,0.3878,0.4162
6467,0.3168,0.3353,0.3685,0.3951,0.4282
6468,0.3128,0.3551,0.3762,0.3844,0.4086
6469,0.3173,0.3265,0.3708,0.4005,0.4295
6470,0.3122,0.3399,0.3601,0.3906,0.4323
6471,0.3126,0.3344,0.3614,0.3931,0.4197
6472,0.3169,0.3317,0.3634,0.3937,0.4168
6473,0.3112,0.3394,0.3609,0.3756,0.4177
6474,0.3152,0.3338,0.3605,0.402,0.4269
6475,0.3194,0.3558,0.3611,0.3812,0.4162
6476,0.3168,0.3406,0.3595,0.3999,0.419
6477,0.32,0.3265,0.3656,0.4028,0.4322
6478,0.302,0.332,0.3632,0.3648,0.4351
6479,0.3119,0.3425,0.3664,0.3873,0.4211
6480,0.3192,0.3453,0.3443,0.4097,0.41
6481,0.3099,0.3295,0.3648,0.3749,0.4348
6482,0.3164,0.3403,0.3578,0.4022,0.3954
6483,0.311,0.3204,0.3725,0.3847,0.4003
6484,0.322,0.3326,0.3709,0.4182,0.3961
6485,0.3172,0.3292,0.3669,0.4131,0.4193
6486,0.3187,0.3152,0.3474,0.3939,0.4258
6487,0.318,0.329,0.3809,0.3773,0.4281
6488,0.3251,0.3264,0.3736,0.4023,0.4383
6489,0.3126,0.3459,0.3706,0.4051,0.4136
6490,0.3167,0.3364,0.3667,0.4101,0.4442
6491,0.3144,0.3263,0.3639,0.3791,0.435
6492,0.3147,0.3317,0.358,0.3976,0.4362
6493,0.3039,0.34,0.3509,0.3799,0.442
6494,0.3132,0.3331,0.3592,0.3975,0.4273
6495,0.3198,0.3467,0.3625,0.3848,0.4231
6496,0.3098,0.3355,0.3621,0.3832,0.4213
6497,0.3143,0.3341,0.3514,0.3914,0.4388
6498,0.3187,0.346,0.3452,0.4122,0.4156
6499,0.3141,0.327,0.3616,0.3937,0.4247
6500,0.3198,0.3409,0.3647,0.3937,0.4287
6501,0.3127,0.3443,0.3667,0.3911,0.4233
6502,0.3104,0.3324,0.3836,0.403,0.4198
6503,0.3134,0.3267,0.3904,0.4007,0.4129
6504,0.3225,0.333,0.3594,0.3944,0.4183
6505,0.3211,0.3343,0.3669,0.4058,0.4074
6506,0.3187,0.3272,0.3577,0.3888,0.425
6507,0.315,0.317,0.3924,0.3982,0.4169
6508,0.3136,0.332,0.3609,0.4004,0.3866
6509,0.3258,0.3393,0.3632,0.3904,0.4237
6510,0.3162,0.3346,0.3633,0.3984,0.437
6511,0.3105,0.3408,0.3877,0.3859,0.4113
6512,0.3278,0.331,0.3579,0.4156,0.4345
6513,0.3269,0.3278,0.3747,0.3927,0.4091
6514,0.3235,0.3256,0.3508,0.3962,0.413
6515,0.3167,0.3311,0.3737,0.4016,0.4154
6516,0.3236,0.3306,0.3565,0.4089,0.4231
6517,0.3176,0.3408,0.3551,0.3982,0.42
6518,0.3229,0.3264,0.3779,0.4045,0.4308
6519,0.3227,0.3392,0.3429,0.3968,0.4315
6520,0.3093,0.351,0.3618,0.3973,0.4245
6521,0.3141,0.3333,0.3474,0.385,0.4271
6522,0.3147,0.3306,0.3713,0.4014,0.4355
6523,0.3203,0.3441,0.3594,0.4199,0.4121
6524,0.3189,0.3294,0.368,0.3965,0.4362
6525,0.3232,0.3383,0.3741,0.4123,0.4426
6526,0.3147,0.3481,0.3622,0.4024,0.4106
6527,0.3195,0.3376,0.3703,0.3957,0.4324
6528,0.3188,0.3387,0.3718,0.4058,0.4112
6529,0.3166,0.3419,0.3521,0.3917,0.4158
6530,0.3117,0.3285,0.3546,0.378,0.4367
6531,0.3223,0.3334,0.3557,0.3861,0.4069
6532,0.3172,0.3385,0.3383,0.3864,0.4493
6533,0.3176,0.3427,0.3713,0.3824,0.4337
6534,0.3153,0.3318,0.3728,0.4021,0.4605
6535,0.3168,0.3254,0.3766,0.3906,0.4503
6536,0.3203,0.328,0.3495,0.3854,0.4345
6537,0.3191,0.339,0.3737,0.4072,0.4224
6538,0.3216,0.3417,0.3631,0.4156,0.4259
6539,0.3226,0.3545,0.3628,0.4031,0.4293
6540,0.3224,0.334,0.375,0.3903,0.4294
6541,0.3127,0.332,0.3536,0.4005,0.3993
6542,0.3194,0.3516,0.3575,0.3924,0.4422
6543,0.3177,0.3307,0.3833,0.3874,0.4214
6544,0.3061,0.3377,0.3694,0.3744,0.4046
6545,0.3248,0.3217,0.3507,0.3954,0.4349
6546,0.322,0.3472,0.3722,0.4012,0.4055
6547,0.3164,0.3375,0.3892,0.3867,0.4373
6548,0.311,0.346,0.354,0.3698,0.4298
6549,0.3182,0.3405,0.3506,0.4106,0.4359
6550,0.3194,0.3283,0.3557,0.3905,0.4269
6551,0.3069,0.3282,0.3746,0.3946,0.4292
6552,0.325,0.3405,0.3483,0.4053,0.4334
6553,0.3126,0.3201,0.3595,0.3887,0.4143
6554,0.3088,0.3531,0.3812,0.3967,0.4251
6555,0.3218,0.3399,0.3631,0.3969,0.4085
6556,0.3071,0.3272,0.3558,0.3902,0.3999
6557,0.3141,0.3348,0.3548,0.383,0.4234
6558,0.3099,0.3307,0.3705,0.3707,0.4309
6559,0.3108,0.3417,0.3642,0.3843,0.4325
6560,0.3098,0.3396,0.3502,0.404,0.407
6561,0.3139,0.3467,0.3458,0.3971,0.4212
6562,0.3233,0.3498,0.3803,0.416,0.4144
6563,0.3193,0.3387,0.3584,0.4031,0.4209
6564,0.3095,0.3264,0.3724,0.3761,0.4221
6565,0.3152,0.3394,0.355,0.3946,0.4354
6566,0.3109,0.3378,0.3435,0.3871,0.4149
6567,0.316,0.3277,0.3844,0.3911,0.4177
6568,0.3216,0.3446,0.3592,0.3923,0.4272
6569,0.3206,0.3338,0.3659,0.4025,0.4005
6570,0.3184,0.3439,0.3518,0.4007,0.4119
6571,0.3216,0.3336,0.3424,0.3866,0.4108
6572,0.3203,0.3223,0.3883,0.4025,0.4215
6573,0.3083,0.3496,0.3753,0.3902,0.4473
6574,0.3158,0.3384,0.3806,0.4073,0.4407
6575,0.3214,0.3412,0.3545,0.405,0.4323
6576,0.3228,0.3287,0.3415,0.3966,0.4374
6577,0.3134,0.3312,0.3433,0.4071,0.4234
6578,0.3317,0.341,0.3484,0.4141,0.4286
6579,0.3247,0.3278,0.3391,0.3876,0.4113
6580,0.3162,0.3281,0.3543,0.3922,0.4214
6581,0.3164,0.3232,0.3801,0.3829,0.43
6582,0.3118,0.3247,0.3583,0.386,0.4291
6583,0.3171,0.3298,0.3588,0.4004,0.4076
6584,0.3123,0.336,0.3734,0.3802,0.4286
6585,0.3213,0.3381,0.3753,0.4046,0.4526
6586,0.3133,0.3438,0.3629,0.3942,0.4128
6587,0.3191,0.327,0.3701,0.394,0.4081
6588,0.3179,0.3376,0.3664,0.4006,0.4093
6589,0.3155,0.3388,0.3478,0.3928,0.4124
6590,0.3179,0.3322,0.3717,0.4018,0.412
6591,0.3222,0.3401,0.3743,0.4124,0.4183
6592,0.3141,0.3303,0.3706,0.4038,0.4174
6593,0.3163,0.3294,0.3623,0.3851,0.412
6594,0.3099,0.3201,0.3624,0.3874,0.4422
6595,0.3141,0.3328,0.3564,0.3822,0.4139
6596,0.3107,0.3386,0.3673,0.3956,0.4096
6597,0.3149,0.3412,0.3759,0.3929,0.4372
6598,0.3193,0.346,0.3704,0.4074,0.3932
6599,0.3068,0.343,0.3599,0.3777,0.4301
6600,0.3154,0.3283,0.346,0.3825,0.4469
6601,0.3048,0.3443,0.3625,0.3739,0.4267
6602,0.318,0.3349,0.3524,0.3919,0.4421
6603,0.3073,0.3231,0.3656,0.3875,0.4381
6604,0.3176,0.355,0.3732,0.3946,0.4178
6605,0.31,0.328,0.3476,0.3899,0.4471
6606,0.3149,0.3367,0.365,0.3997,0.4322
6607,0.3169,0.3365,0.3748,0.3978,0.4215
6608,0.3162,0.3308,0.3658,0.3907,0.4428
6609,0.3166,0.3245,0.3534,0.3792,0.4204
6610,0.3158,0.3484,0.3544,0.3948,0.4119
6611,0.3109,0.3259,0.3798,0.3951,0.4049
6612,0.3179,0.3384,0.3673,0.3782,0.4406
6613,0.3254,0.3411,0.3492,0.412,0.4107
6614,0.3082,0.3331,0.385,0.3809,0.4332
6615,0.2988,0.3467,0.3757,0.362,0.4217
6616,0.3124,0.3506,0.3717,0.3938,0.4136
6617,0.3132,0.326,0.3482,0.3936,0.419
6618,0.318,0.3435,0.3534,0.3818,0.4244
6619,0.3182,0.3311,0.3577,0.3892,0.4281
6620,0.3199,0.326,0.3554,0.3945,0.4203
6621,0.3108,0.3503,0.3619,0.3759,0.4071
6622,0.3213,0.3328,0.3484,0.3908,0.4292
6623,0.3116,0.3285,0.343,0.3704,0.4177
6624,0.3052,0.3387,0.3719,0.3689,0.4239
6625,0.324,0.335,0.3503,0.4079,0.4283
6626,0.3213,0.3278,0.3677,0.402,0.4229
6627,0.3188,0.3385,0.3666,0.4067,0.4119
6628,0.3277,0.315,0.3509,0.4049,0.441
6629,0.3123,0.3428,0.3436,0.3898,0.4425
6630,0.3247,0.3333,0.3684,0.3917,0.4322
6631,0.3101,0.3424,0.3727,0.3853,0.4157
6632,0.3156,0.3351,0.3545,0.3937,0.4135
6633,0.3171,0.3244,0.3684,0.3937,0.4429
6634,0.3118,0.341,0.34,0.3764,0.4439
6635,0.3253,0.3377,0.3705,0.3903,0.4089
6636,0.321,0.3414,0.3653,0.3877,0.4247
6637,0.3193,0.3363,0.3358,0.4083,0.4283
6638,0.317,0.3351,0.3519,0.3904,0.4074
6639,0.3118,0.3422,0.3564,0.3798,0.4144
6640,0.3245,0.3164,0.35,0.3911,0.4365
6641,0.3169,0.3333,0.361,0.4027,0.4263
6642,0.3151,0.3459,0.3558,0.4085,0.4372
6643,0.3115,0.3187,0.3539,0.3951,0.4115
6644,0.3172,0.333,0.3644,0.4075,0.4037
6645,0.314,0.3293,0.3555,0.384,0.4186
6646,0.3197,0.3401,0.3925,0.3917,0.4269
6647,0.3053,0.3428,0.348,0.3789,0.439
6648,0.3057,0.3488,0.3472,0.3811,0.4454
6649,0.3055,0.3257,0.372,0.3973,0.4245
6650,0.304,0.3251,0.3663,0.3851,0.4121
6651,0.3224,0.3238,0.3654,0.4002,0.4308
6652,0.3224,0.3299,0.3786,0.3857,0.425
6653,0.3154,0.3321,0.3407,0.3972,0.4
6654,0.3152,0.3285,0.3872,0.4058,0.4404
6655,0.3137,0.3412,0.3701,0.4021,0.436
6656,0.3097,0.3332,0.366,0.3819,0.4312
6657,0.3161,0.3398,0.3689,0.396,0.4139
6658,0.3162,0.3433,0.3593,0.3844,0.4398
6659,0.3282,0.3452,0.392,0.4072,0.4128
6660,0.3305,0.3374,0.3581,0.3991,0.405
6661,0.3104,0.3515,0.3502,0.3945,0.4108
6662,0.3137,0.3286,0.3812,0.3975,0.4253
6663,0.3201,0.3278,0.3365,0.3822,0.4207
6664,0.3154,0.338,0.352,0.4007,0.4414
6665,0.3115,0.3341,0.3665,0.3731,0.4311
6666,0.3183,0.3329,0.3655,0.3887,0.4466
6667,0.3198,0.3174,0.3666,0.4061,0.4129
6668,0.3166,0.351,0.3769,0.4037,0.4206
6669,0.3169,0.3315,0.3821,0.3918,0.426
6670,0.3241,0.3343,0.3538,0.4011,0.4454
6671,0.3228,0.3471,0.3582,0.3939,0.4501
6672,0.3093,0.3297,0.3721,0.3803,0.3968
6673,0.3111,0.3458,0.3362,0.3923,0.4442
6674,0.3111,0.3415,0.3847,0.39,0.4055
6675,0.3198,0.3319,0.363,0.397,0.4288
6676,0.3164,0.336,0.3753,0.3992,0.4093
6677,0.3105,0.3405,0.3563,0.3902,0.411
6678,0.3234,0.3392,0.3471,0.4094,0.4313
6679,0.3174,0.337,0.3587,0.3924,0.4467
6680,0.3202,0.3375,0.366,0.3856,0.4386
6681,0.3043,0.3395,0.3475,0.3773,0.4156
